Prefix for use in doc-code	Doctype for use in doc-code	Serial number for use in doc-code	Doctype for doctype headings on page	Doctype sorting	Service	Industry	Part number (for RU only)	Chapter number (for RU only)	Subtype (for RU: part title)	Document title (for RU: chapter title)	Edition	Amended	History	L-DNV type	L-DNV code	Program	WP or Project
DNVGL	ST	1764	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers performing Tightness Testing of Hatches with Ultrasonic Equipment on Ships, High Speed and Mobile Offshore Units	2016-02			"AoSS;#26"	403	FIS	"FIS Survey;#15"
DNVGL	ST	1765	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers carrying out In–water Survey of Ships, High Speed and Light Craft and Mobile Offshore Units	2016-02			"AoSS;#26"	404	FIS	"FIS Survey;#15"
DNVGL	ST	1766	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in Surveys and Maintenance of Fire Extinguishing Equipment, Systems and Self Contained Breathing Apparatus on Ships, High Speed, Light Craft and Mobile Offshore Units	2016-02			"AoSS;#26"	405	ORS	"WP 6;#6"
DNVGL	ST	1767	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in the Servicing and Testing of Radio Communication Equipment on Ships, High Speed, Light Craft and Mobile Offshore Units	2016-02			"AoSS;#26"	406	ORS	"WP 6;#6"
DNVGL	ST	1768	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in Service of Inflatable Liferafts, Inflatable Lifejackets, Hydrostatic Release Units and Inflated Rescue Boats on Ships, High Speed, Light Craft and Mobile Offshore Units	2016-02			"AoSS;#26"	407	ORS	"WP 6;#6"
DNVGL	ST	1769	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in Inspection and Testing of Centralised Gas Welding and Cutting Equipment on Ships, High Speed, Light Craft and Mobile Offshore Units	2016-02			"AoSS;#26"	408	ORS	"WP 6;#6"
DNVGL	ST	1770	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in the examination of Ro–Ro Ships Bow, Stern, Side and Inner Doors	2016-02			"AoSS;#26"	409	FIS	"FIS Survey;#15"
DNVGL	ST	1771	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in survey of low location Lighting systems using photo-luminescent materials	2016-02			"AoSS;#26"	410	ORS	"WP 6;#6"
DNVGL	ST	1772	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in Sound pressure level measurements of Public Address on General Alarm Systems	2016-02			"AoSS;#26"	411	ORS	"WP 6;#6"
DNVGL	ST	1773	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in the Servicing and Testing of Voyage Date Recorders	2016-02			"AoSS;#26"	412	ORS	"WP 6;#6"
DNVGL	ST	1774	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in renewal survey examination of Mooring chain intended for Mobile Offshore Units	2016-02			"AoSS;#26"	413	Offshore	"Offshore;#11"
DNVGL	ST	1775	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Laboratories engaged in testing of Coating systems (accord. to IMO Resolution MSC.215(82) and IACS PR34).	2016-02			"AoSS;#26"	414	ORS	"WP 5;#5"
DNVGL	ST	1776	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers Engaged in Service of Lifeboats, Launching Appliances and Onload Release Gear	2016-02			"AoSS;#26"	415	ORS	"WP 6;#6"
DNVGL	ST	1777	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Service Suppliers engaged in condition monitoring of machinery onboard	2016-02			"AoSS;#26"	416	FIS	"FIS Survey;#15"
DNVGL	ST	1778	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Test Facilities Engaged in Testing of Ballast Water Management Systems (Environmental Testing)	2016-02			"AoSS;#26"	418	ORS	"WP 6;#6"
DNVGL	ST	1779	ST	10	Ship classification	Maritime			Approval of service suppliers	Approval of service suppliers: Test Facilities Engaged in Testing of Ballast Water Management Systems (Land-based and Shipboard Testing)	2016-02			"AoSS;#26"	419	ORS	"WP 6;#6"
DNVGL	ST	1221	ST	10	Renewables certification	Energy				Design and Manufacture of Wind Turbine Blades	2015-12						
DNVGL	ST	1222	ST	10	Renewables certification	Energy				Design of Onshore Wind Turbine towers and foundations	2015-12						
DNVGL	ST	1223	ST	10	Renewables certification	Energy				Design of Offshore Wind Turbine Support Structures	2016-02						
DNVGL	ST	1224	ST	10	Renewables certification	Energy				Design of Offshore Wind Turbine Floating Support Structures	2016-02						
DNVGL	ST	1225	ST	10	Renewables certification	Energy				Design of Wind Turbine Safety Systems	2016-02						
DNVGL	ST	1226	ST	10	Renewables certification	Energy				Load Assumptions for onshore Wind Turbines (incl. Design basis and site ass.)	2016-02						
DNVGL	ST	1227	ST	10	Renewables certification	Energy				Load Assumptions for Offshore Wind Turbines (incl. Design basis and site ass.)	2016-02						
DNVGL	ST	1228	ST	10	Renewables certification	Energy				Strength Analysis	2016-02						
DNVGL	ST	1229	ST	10	Renewables certification	Energy				Machinery Components of Wind Turbines (mechanical components, nacelle-hub cover)	2016-02						
DNVGL	ST	1230	ST	10	Renewables certification	Energy				Electrical Instalations for Wind Turbines	2016-02						
DNVGL	ST	1231	ST	10	Renewables certification	Energy				Cables Offshore	2016-02						
DNVGL	ST	1232	ST	10	Renewables certification	Energy				Marine operations for Offshore Wind Turbines	2016-02						
DNVGL	ST	1233	ST	10	Renewables certification	Energy				Grid Code Compliance of Renewable Energy Systems	2016-02						
DNVGL	ST	1234	ST	10	Renewables certification	Energy				Design of Tidal Turbines	2016-02						
DNVGL	ST	1235	ST	10	Renewables certification	Energy				Design of Wave Energy Devices	2016-02						
DNVGL	ST	1236	ST	10	Renewables certification	Energy				Requirements for Manufacturers and Materials	2016-02						
DNVGL	ST	1237	ST	10	Renewables certification	Energy				Corrosion Protection of Offshore Wind Turbines	2016-02						
DNVGL	ST	1238	ST	10	Renewables certification	Energy				 Offshore Substations for Wind Farms	2016-02						
